MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
 Dexter,2006.0,"
Crime, Drama, Mystery            ",8.3,"
Dexter's world is rocked when a rival serial murderer, dubbed the Ice Truck Killer by the media, privately contacts him and reveals that he knows Dexter's grisly secret. Meanwhile, Dexter's sister Debra is transferred to Homicide.","
    Director:
Michael Cuesta
| 
    Stars:
Michael C. Hall, 
Julie Benz, 
Jennifer Carpenter, 
Erik King
",0.006218772424797537,0.06447831184056271,0.0
 Bleach: Burîchi,2004.0,"
Animation, Action, Adventure            ",8.7,"
Captain Kurotsushi decides that rather than kill Ishida, he wishes to capture him and study his distinctive Quincy abilities.","
    Directors:
Noriyuki Abe, 
Kazunori Mizuno
| 
    Stars:
Noriaki Sugiyama, 
Ryûsei Nakao, 
Toshiyuki Morikawa, 
Rie Kugimiya
",0.0,0.026963657678780773,0.0
 The Blue Planet,2001.0,"
Documentary            ",8.1,"
The boundary between land and sea is an exciting place, with seabirds, turtles, and marine mammals constantly coming and going.","
            
    Stars:
David Attenborough, 
Pierce Brosnan
",0.0,0.056271981242672915,0.0
 American Masters,1985.0,"
Documentary, Biography            ",7.8,"
Archival footage, live performances, and interviews conducted by none other than Clint Eastwood depict the life and career of Tony Bennett.","
    Director:
Bruce Ricker
| 
    Stars:
Tony Bennett, 
Anthony Hopkins, 
Christina Aguilera, 
Alec Baldwin
",0.0,0.10199296600234466,0.0
 Supergirl,2015.0,"
Action, Adventure, Drama            ",7.5,"
Kara and Lena head to Stryker's Island to find clues that may help defeat Lex; Kelly encourages James to confide in someone about his PTSD; Alex faces off against Ben Lockwood when he takes powerful weapons from the DEO to hunt Supergirl.","
    Director:
Antonio Negret
| 
    Stars:
Melissa Benoist, 
Mehcad Brooks, 
Chyler Leigh, 
Katie McGrath
",0.0011421325453175907,0.0492379835873388,0.0
 Good Girls,2018.0,"
Comedy, Crime, Drama            ",8.5,"
Turner has Beth in checkmate; the women must contend with a rotten egg from the past. Rio makes a grand gesture for Beth. A new business opportunity presents itself.","
    Director:
Michael Weaver
| 
    Stars:
Christina Hendricks, 
Retta, 
Mae Whitman, 
Reno Wilson
",0.0,0.0492379835873388,0.0
 The Umbrella Academy,2019.0,"
Action, Adventure, Comedy            ",8.4,"
After dropping his siblings into an alley in Dallas - in different years - Five scrambles to track them all down and stop a new doomsday threat.","
    Director:
Sylvain White
| 
    Stars:
Elliot Page, 
Tom Hopper, 
David Castañeda, 
Emmy Raver-Lampman
",0.003936735885470291,0.05509964830011723,0.0
 Blood of Zeus,2020.0,"
Animation, Action, Fantasy            ",7.6,"
A young man named Heron, a bastard living in Ancient Greece, discovers that he is the son of Zeus, and sets off on a journey against a cult who worships the enemies of the Gods: the Giants.","
    Director:
Shaunt Nigoghossian
| 
    Stars:
Derek Phillips, 
Jessica Henwick, 
Mamie Gummer, 
Jason O'Mara
",0.0,0.031652989449003514,0.0
 The Kominsky Method,2018.0,"
Comedy, Drama            ",8.2,"
Norman and Madelyn get closer as they spend time together in Santa Barbara. When Sandy meets Mindy's boyfriend, he discovers they have a lot in common.","
    Director:
Beth McCarthy-Miller
| 
    Stars:
Michael Douglas, 
Alan Arkin, 
Sarah Baker, 
Nancy Travis
",0.0,0.026963657678780773,0.0
 The Letter for the King,2020.0,"
Action, Adventure, Family            ",7.0,"
With the Red Riders and Novices hot on his trail, Tiuri makes his way to Mistrinaut, where the mayor's daughter takes a keen interest in his mission.","
    Director:
Alex Holmes
| 
    Stars:
Amir Wilson, 
Ruby Ashbourne Serkis, 
Thaddea Graham, 
Islam Bouakkaz
",0.0,0.059788980070339975,0.0
 Sorjonen,2016.0,"
Crime, Drama, Mystery            ",7.7,"
As Kari and family wrestle with devastating news, Heikkinen calls to ask for help with a kidnapping case, and Katia stands trial for attempted murder.","
    Director:
Marko Mäkilaakso
| 
    Stars:
Ville Virtanen, 
Matleena Kuusniemi, 
Anu Sinisalo, 
Lenita Susi
",0.0,0.07151230949589683,0.0
 Élite,2018.0,"
Crime, Drama, Thriller            ",7.9,"
Carla is interrogated when a student is killed at a party. In the past, she faces Polo in court, Ander has a health worry, and Nadia meets a new suitor.","
    Director:
Jorge Torregrossa
| 
    Stars:
Itzan Escamilla, 
Miguel Bernardeau, 
Álvaro Rico, 
Arón Piper
",0.0011677608853588636,0.056271981242672915,0.0
 You vs. Wild,2019.0,"
Adventure, Reality-TV            ",6.5,"
A doctor on a mission to deliver malaria vaccines to children is missing in the jungle, and it's up to you to help Bear find her.","
    Director:
Ben Simms
| 
    Star:
Bear Grylls
",0.0,0.0164126611957796,0.0
 Mighty Little Bheem,2019.0,"
Animation, Short, Adventure            ",9.1,"
An innocent toddler's boundless curiosity - and extraordinary might - lead to mischief and adventure in his small Indian town.","
    Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla
",0.0,0.0,0.0
 The Last Kingdom,2015.0,"
Action, Drama, History            ",8.6,"
Uhtred receives news that Bebbanburg's defences have been weakened by Scottish attacks and plans to seize his birthright, but Edward refuses to help.","
    Director:
Edward Bazalgette
| 
    Stars:
Joseph Millson, 
Anthony Cozens, 
Mark Rowley, 
Ewan Mitchell
",0.0023199219115621695,0.0656506447831184,0.0
 The Queen's Gambit,2020.0,"
Drama            ",8.5,"
Sent to an orphanage at age 9, Beth develops an uncanny knack for chess and a growing dependence on the green tranquilizers given to the children.","
    Director:
Scott Frank
| 
    Stars:
Anya Taylor-Joy, 
Bill Camp, 
Moses Ingram, 
Isla Johnston
",0.010545504789156761,0.06916764361078546,0.0
 Never Have I Ever,2020.0,"
Comedy            ",7.5,"
After recent trauma, Devi starts her first day as a high school sophomore determined to shake off old labels and finally become cool.","
    Director:
Tristram Shapeero
| 
    Stars:
Maitreyi Ramakrishnan, 
Richa Moorjani, 
Jaren Lewison, 
Darren Barnet
",0.0,0.0328253223915592,0.0
 The Gift,2019.0,"
Drama, Fantasy, Mystery            ",7.9,"
Abstract painter Atiye crosses paths with Erhan, an archaeologist who discovered a mysterious symbol at the Göbeklitepe excavation site.","
    Director:
Ozan Açiktan
| 
    Stars:
Beren Saat, 
Mehmet Günsür, 
Metin Akdülger, 
Melisa Senolsun
",0.0,0.0492379835873388,0.0
 Hollywood,2020.0,"
Drama            ",7.7,"
After returning from the war, Jack Castello arrives in Hollywood with hopes to make it in pictures. Jack's wife, Henrietta, receives some unexpected news. A new friend makes Jack an offer that's almost too good to be true.","
    Director:
Ryan Murphy
| 
    Stars:
David Corenswet, 
Darren Criss, 
Laura Harrier, 
Joe Mantello
",0.0017516413280382955,0.05158264947245017,0.0
 On My Block,2018.0,"
Comedy, Drama            ",8.4,"
Cesar meets his fate head-on, but friendship lines are drawn when he tries to put things right with Monse, who comes to a decision about her future.","
    Director:
Lauren Iungerich
| 
    Stars:
Sierra Capri, 
Jason Genao, 
Brett Gray, 
Diego Tinoco
",0.0,0.035169988276670575,0.0
 The Flash,2014.0,"
Action, Adventure, Drama            ",7.9,"
Faced with the news of his impending death, Barry's resiliency suffers as he struggles to fight fate; Cecile's career as a D.A. conflicts with her identity when she crosses paths with a villainous meta-human.","
    Director:
Chris Peppe
| 
    Stars:
Grant Gustin, 
Candice Patton, 
Danielle Panabaker, 
Carlos Valdes
",0.002095952505114525,0.0492379835873388,0.0
 Home for Christmas,2019.0,"
Comedy, Drama, Romance            ",7.4,"
Add a Plot
","
    Directors:
Anna Gutto, 
Per-Olav Sørensen
| 
    Stars:
Ida Elise Broch, 
Francisco Jonathan Carrasco, 
Allegra Clark, 
Ole Christoffer Ertvaag
",0.0,0.03634232121922626,0.0
 Entertainment Tonight Canada,2005.0,"
Biography, Family, News            ",0.0,"
News and features about performers, productions and more.","
            
    Stars:
Carlos Bustamante, 
Keshia Chante, 
Kevin Costner, 
Tom Cullen
",0.0,0.0,0.0
 Power Rangers Beast Morphers,2019.0,"
Action, Adventure, Drama            ",8.7,"
Devon finds it difficult to balance a new job he took to impress his dad, and the duties of being the Red Power Ranger.","
    Director:
Oliver Driver
| 
    Stars:
Rorrie D. Travis, 
Jasmeet Baduwalia, 
Jacqueline Scislowski, 
Abraham Rodriguez
",0.0,0.0,0.0
 The Order,2019.0,"
Drama, Fantasy, Horror            ",7.3,"
After having the Knights' memories wiped, Vera plans to induct them into the Order, but her new pledges prove hard to control.","
    Director:
Leslie Hope
| 
    Stars:
Jake Manley, 
Sarah Grey, 
Matt Frewer, 
Louriza Tronco
",0.0,0.05509964830011723,0.0
 Virgin River,2019.0,"
Drama, Romance            ",8.1,"
Hope urges Jack to read Charmaine's letter. Preacher confronts Paige with his new knowledge. Mel and Doc work together on a pressing case.","
    Director:
Tim Matheson
| 
    Stars:
Alexandra Breckenridge, 
Martin Henderson, 
Colin Lawrence, 
Jenny Cooper
",0.0,0.04806565064478312,0.0
 Bridgerton,2020.0,"
Drama, Romance            ",7.3,"
Daphne Bridgerton debuts on London's marriage market as a new gossip sheet sets high society abuzz. Simon, the eligible Duke of Hastings, returns to town.","
    Director:
Julie Anne Robinson
| 
    Stars:
Adjoa Andoh, 
Lorraine Ashbourne, 
Jonathan Bailey, 
Ruby Barker
",0.002517148702314573,0.06799531066822977,0.0
 Warrior Nun,2020.0,"
Action, Drama, Fantasy            ",7.2,"
After tasting the good life with JC, Ava crashes a swanky tech party with his friends. Mary goes gunning for the people behind the attack on her sisters.","
    Director:
Jet Wilkinson
| 
    Stars:
Alba Baptista, 
Toya Turner, 
Thekla Reuten, 
Lorena Andrea
",0.0,0.04689331770222743,0.0
 Greenleaf,2016.0,"
Drama            ",8.1,"
Judee of H&H wants half the seats on the deacon board. She offers Grace the pulpit, if she can get the votes from the deacon's board in favor of H&H. Kerissa finds James' safe empty. Charity decides to reveal Grace's false alibi for AJ.","
    Director:
Eric Dean Seaton
| 
    Stars:
Merle Dandridge, 
Kim Hawthorne, 
Desiree Ross, 
Lamman Rucker
",0.0,0.0492379835873388,0.0
 Ultraman,2019.0,"
Animation, Action, Adventure            ",7.3,"
Wearing a protosuit, Shin is critically injured while saving Shinjiro from Bemular's attack. In desperation, Shinjiro returns to rescue his father.","
    Directors:
Shinji Aramaki, 
Kenji Kamiyama, 
Jeff Nimoy
| 
    Stars:
Ryohei Kimura, 
Hideyuki Tanaka, 
Ken Uo, 
Kaiji Soze
",0.0,0.0,0.0
 The Rain,2018.0,"
Drama, Sci-Fi, Thriller            ",7.0,"
Martin accompanies Simone on a journey to retrieve her father's computer. At the base, Patrick stumbles upon a hidden room filled with strange devices.","
    Director:
Søren Balle
| 
    Stars:
Alba August, 
Lucas Lynggaard Tønnesen, 
Mikkel Boe Følsgaard, 
Lukas Løkken
",0.0,0.053927315357561546,0.0
 After Life,2019.0,"
Comedy, Drama            ",7.9,"
Determined to be kind but still struggling to be happy, Tony attends a Zen meditation course with Matt, whose own marriage is on the rocks.","
    Director:
Ricky Gervais
| 
    Stars:
Ricky Gervais, 
Tom Basden, 
Tony Way, 
Diane Morgan
",0.002163923320006596,0.031652989449003514,0.0
 Spirit Riding Free,2017.0,"
Animation, Action, Adventure            ",8.1,"
When a huge storm sparks danger for a wild herd, Jim and Spirit ride off to the rescue, leaving a very pregnant Kate in Lucky's care.","
    Directors:
Josh Taback, 
Andrew Tolbert
| 
    Stars:
Amber Frank, 
Robert Ben Garant, 
Nolan North, 
Tiya Sircar
",0.0,0.026963657678780773,0.0
 Baby,2018.0,"
Drama            ",7.6,"
At an exclusive private high school, student athlete Chiara forges an unlikely bond with rebellious classmate Ludovica and mysterious new boy Damiano.","
    Director:
Andrea De Sica
| 
    Stars:
Benedetta Porcaroli, 
Alice Pagani, 
Riccardo Mandolini, 
Chabeli Sastre
",0.0,0.0574443141852286,0.0
 Roman Empire,2016.0,"
Documentary, Biography, Drama            ",7.2,"
The young Caligula has a difficult childhood when his family members are either murdered or exiled at the hands of the emperor Tiberius.","
            
    Stars:
Steve West, 
Tom Holland, 
Mike Duncan, 
David Levene
",0.0,0.0,0.0
 Undercover,2019.0,"
Crime, Drama, Thriller            ",7.6,"
Kim, now an investigative journalist, and Bob reconnect. She asks him to track down a vehicle which leads to the 'El Dorado' horse ranch in Belgium.","
    Director:
Pieter Van Hees
| 
    Stars:
Tom Waes, 
Anna Drijver, 
Wim Willaert, 
Sebastien Dewaele
",0.0,0.053927315357561546,0.0
 Le Bazar de la Charité,2019.0,"
Drama, History            ",7.8,"
Paris, 1897. Spirits are high at the ""Bazar de la Charité"", a vast charity sales event attended by high society, when the building suddenly catches fire. Alice de Jeansin and her ...                See full summary »
","
    Director:
Alexandre Laurent
| 
    Stars:
Audrey Fleurot, 
Julie De Bona, 
Camille Lou, 
Gilbert Melki
",0.0,0.056271981242672915,0.0
 Pose,2018.0,"
Drama            ",8.9,"
With Blanca reeling from an unexpected loss, Elektra organizes a girls trip to the shore.","
    Director:
Gwyneth Horder-Payton
| 
    Stars:
Michaela Jaé (MJ) Rodriguez, 
Dominique Jackson, 
Indya Moore, 
Angelica Ross
",0.0,0.0492379835873388,0.0
 Knightfall,2017.0,"
Action, Adventure, Drama            ",8.6,"
The death of the Knights Templar Order is imminent as Landry and his Templar brothers are sentenced to burn at the stake.","
    Director:
Rick Jacobson
| 
    Stars:
Tom Cullen, 
Pádraic Delaney, 
Simon Merrells, 
Julian Ovenden
",0.0,0.04806565064478312,0.0
 Brigada Costa del Sol,2019.0,"
Action, Adventure, Drama            ",7.1,"
Add a Plot
","
    Director:
Norberto López Amado
| 
    Stars:
Hugo Silva, 
Álvaro Cervantes, 
Miki Esparbé, 
Jesús Castro
",0.0,0.0,0.0
 Lunatics,2019.0,"
Comedy            ",7.3,"
Quentin starts his transition to CEO. Jana explains more about her psychic methods. Gavin learns Gayhurst history. Joyce described her ""collection.""","
    Director:
Chris Lilley
| 
    Stars:
Judi Young, 
Martin Grose, 
Chris Lilley, 
Anne McCaffery-French
",0.0,0.0,0.0
 Street Food: Asia,2019.0,"
Documentary            ",8.0,"
The inspirational story of street food chef Jay Fai, who puts a spin on tom yum soup and boasts a Michelin star for her crab omelets.","
            
    Star:
Chawadee Nualkhair
",0.0,0.0,0.0
 How to Sell Drugs Online (Fast),2019.0,"
Comedy, Crime, Drama            ",7.8,"
When his girlfriend breaks up with him after spending the year abroad, Moritz schemes to win her back by snagging a stash of ecstasy.","
    Director:
Lars Montag
| 
    Stars:
Maximilian Mundt, 
Danilo Kamperidis, 
Lena Klenke, 
Damian Hardung
",0.0,0.03751465416178194,0.0
 The Society,2019.0,"
Drama, Mystery, Sci-Fi            ",7.5,"
After the boys ransack the store, Cassandra rallies the girls to exert their power; The students plan a prom; Kelly discovers a family secret.","
    Director:
Tara Nicole Weyr
| 
    Stars:
Kathryn Newton, 
Gideon Adlon, 
Sean Berdy, 
Natasha Liu Bordizzo
",0.0,0.07033997655334115,0.0
 Dare Me,2019.0,"
Crime, Mystery, Thriller            ",7.2,"
A small-town cheerleading squad is rocked by disturbing events when a new coach arrives.","
    Director:
Steph Green
| 
    Stars:
Willa Fitzgerald, 
Herizen F. Guardiola, 
Marlo Kelly, 
Rob Heaps
",0.0,0.06096131301289566,0.0
 The Pentaverate,,"
Comedy            ",0.0,"
Add a Plot
","
    Director:
Tim Kirkby
| 
    Star:
Phill Webster
",0.0,0.0,0.0
